
Rank;Global Rank;Institution;Country;Sector
358;522;Universite de Rennes 1;FRA;Higher educ.
358;522;Stellenbosch University;ZAF;Higher educ.
358;522;Karl Franzens Universitat Graz;AUT;Higher educ.
358;522;Nanjing University of Technology;CHN;Higher educ.
358;522;Mahidol University;THA;Higher educ.
359;523;University of Warsaw;POL;Higher educ.
359;523;Universidad de Oviedo *;ESP;Higher educ.
360;524;Chungnam National University;KOR;Higher educ.
360;524;University of Mississippi *;USA;Higher educ.
361;525;Universita degli Studi di Ferrara;ITA;Higher educ.
362;526;Ajou University;KOR;Higher educ.
362;526;Wenzhou Medical College *;CHN;Higher educ.
362;526;Singapore University of Technology and Design;SGP;Higher educ.
362;526;Universita degli Studi di Siena;ITA;Higher educ.
362;526;University of Tartu;EST;Higher educ.
363;527;Universita degli Studi di Modena e Reggio Emilia;ITA;Higher educ.
363;527;University of Oregon;USA;Higher educ.
363;527;North China Electric Power University;CHN;Higher educ.
364;528;University of Tasmania;AUS;Higher educ.
364;528;Bilkent University;TUR;Higher educ.
364;528;Gwangju Institute of Science and Technology;KOR;Higher educ.
365;529;University of Arkansas, Medical Sciences;USA;Higher educ.
365;529;Brandeis University;USA;Higher educ.
365;529;National University of Ireland, Galway;IRL;Higher educ.
365;529;St Georges University of London;GBR;Higher educ.
365;529;Chung-Ang University *;KOR;Higher educ.
366;530;Korea University of Science and Technology;KOR;Higher educ.
366;530;Okinawa Institute of Science and Technology Graduate University;JPN;Higher educ.
366;530;Flinders University;AUS;Higher educ.
366;530;Zhejiang University of Technology;CHN;Higher educ.
367;531;State University of New York, Albany;USA;Higher educ.
367;531;La Trobe University;AUS;Higher educ.
367;531;Universita degli Studi della Campania Luigi Vanvitelli;ITA;Higher educ.
368;532;Juntendo University *;JPN;Higher educ.
368;532;Universitat Rostock *;DEU;Higher educ.
368;532;Universite de Versailles Saint Quentin en Yvelines *;FRA;Higher educ.
368;532;George Mason University;USA;Higher educ.
369;533;Semmelweis University;HUN;Higher educ.
369;533;Telecom ParisTech *;FRA;Higher educ.
370;534;Chulalongkorn University;THA;Higher educ.
370;534;Brigham Young University;USA;Higher educ.
371;535;Waseda University;JPN;Higher educ.
371;535;Gifu Pharmaceutical University;JPN;Higher educ.
372;536;Universita degli Studi di Verona;ITA;Higher educ.
372;536;Universitas Sumatera Utara;IDN;Higher educ.
372;536;Nanchang University *;CHN;Higher educ.
373;537;Ecole Normale Superieure de Lyon;FRA;Higher educ.
374;538;Universitat Innsbruck;AUT;Higher educ.
374;538;Beijing Jiaotong University;CHN;Higher educ.
374;538;West Virginia University *;USA;Higher educ.
374;538;Masaryk University;CZE;Higher educ.
375;539;Martin-Luther-Universitat Halle-Wittenberg *;DEU;Higher educ.
375;539;Universidade Federal de Santa Catarina;BRA;Higher educ.
375;539;Saint Louis University, Saint Louis *;USA;Higher educ.
376;540;York University;CAN;Higher educ.
376;540;Veterinarmedizinische Universitat Wien *;AUT;Higher educ.
376;540;Kanazawa University *;JPN;Higher educ.
376;540;Universitat Bielefeld;DEU;Higher educ.
376;540;Yeungnam University;KOR;Higher educ.
377;541;University of Tampere;FIN;Higher educ.
378;542;London School of Economics and Political Science;GBR;Higher educ.
378;542;Kumamoto University *;JPN;Higher educ.
378;542;Jawaharlal Nehru Centre for Advanced Scientific Research;IND;Higher educ.
378;542;Cag University;TUR;Higher educ.
378;542;University of KwaZulu-Natal *;ZAF;Higher educ.
378;542;China Medical University, Shenyang *;CHN;Higher educ.
378;542;Kaohsiung Medical University;TWN;Higher educ.
378;542;Gottfried Wilhelm Leibniz Universitat Hannover;DEU;Higher educ.
379;543;Beijing University of Technology;CHN;Higher educ.
379;543;The University of Kent;GBR;Higher educ.
379;543;Universitat Jaume I *;ESP;Higher educ.
379;543;Universidad de Salamanca *;ESP;Higher educ.
380;544;Universita degli Studi di Trieste;ITA;Higher educ.
380;544;Texas Tech University;USA;Higher educ.
380;544;Kangwon National University *;KOR;Higher educ.
380;544;Sherbrooke University;CAN;Higher educ.
380;544;Clemson University;USA;Higher educ.
380;544;Tampere University of Technology;FIN;Higher educ.
380;544;Universite Clermont-Auvergne *;FRA;Higher educ.
381;545;University of Tromso;NOR;Higher educ.
381;545;Hohai University;CHN;Higher educ.
381;545;University of Iceland;ISL;Higher educ.
382;546;Chongqing Medical University *;CHN;Higher educ.
382;546;National Institute of Pharmaceutical Education and Research;IND;Higher educ.
383;547;Harbin Engineering University;CHN;Higher educ.
384;549;Universidade Federal do Parana;BRA;Higher educ.
385;550;Universidad Nacional de Colombia *;COL;Higher educ.
385;550;Universidad de Murcia *;ESP;Higher educ.
385;550;James Cook University *;AUS;Higher educ.
385;550;Universitat zu Lubeck;DEU;Higher educ.
386;551;Technische Universitat Dortmund *;DEU;Higher educ.
387;554;Boston College;USA;Higher educ.
388;555;Universite du Quebec in Quebec *;CAN;Higher educ.
388;555;China University of Petroleum;CHN;Higher educ.
389;556;Shanghai University of Traditional Chinese Medicine *;CHN;Higher educ.
389;556;Technische Universitat Braunschweig;DEU;Higher educ.
390;557;Aston University;GBR;Higher educ.
391;558;Inha University;KOR;Higher educ.
391;558;Oxford University Clinical Research Unit;VNM;Higher educ.
392;559;University of Crete;GRC;Higher educ.
392;559;Donghua University;CHN;Higher educ.
393;560;Hefei University of Technology;CHN;Higher educ.
393;560;Dongguk University *;KOR;Higher educ.
393;560;Ernst-Moritz-Arndt-Universitat Greifswald *;DEU;Higher educ.
394;561;Ecole Polytechnique *;FRA;Higher educ.
395;562;Dankook University;KOR;Higher educ.
395;562;Louisiana State University, Health Sciences Center;USA;Higher educ.
395;562;Institut National Polytechnique de Toulouse *;FRA;Higher educ.
395;562;Universitat Potsdam;DEU;Higher educ.
395;562;Utah State University *;USA;Higher educ.
396;563;Universita Politecnica delle Marche;ITA;Higher educ.
397;564;University of California, Merced;USA;Higher educ.
397;564;Nagoya City University *;JPN;Higher educ.
397;564;Brunel University;GBR;Higher educ.
397;564;Royal Veterinary College, University of London;GBR;Higher educ.
398;565;Universidad de Puerto Rico, Ciencias Medicas;PRI;Higher educ.
398;565;New York Medical College;USA;Higher educ.
398;565;Universita degli Studi Magna Graecia di Catanzaro;ITA;Higher educ.
398;565;Universita della Svizzera Italiana;CHE;Higher educ.
398;565;Universitat Bremen *;DEU;Higher educ.
399;566;Universitat Rovira i Virgili *;ESP;Higher educ.
399;566;San Diego State University;USA;Higher educ.
399;566;Auburn University;USA;Higher educ.
399;566;Loyola University of Chicago *;USA;Higher educ.
400;567;Qingdao University *;CHN;Higher educ.
400;567;Uniformed Services University of the Health Sciences;USA;Higher educ.
400;567;Universita degli Studi Gabriele d'Annunzio di Chieti e Pescara;ITA;Higher educ.
400;567;Universidad Carlos III de Madrid *;ESP;Higher educ.
400;567;Universita degli Studi di Brescia;ITA;Higher educ.
401;568;Swansea University;GBR;Higher educ.
401;568;Universitat Bayreuth;DEU;Higher educ.
401;568;Hong Kong Baptist University;HKG;Higher educ.
401;568;Liverpool School of Tropical Medicine;GBR;Higher educ.
401;568;City University of New York, City College;USA;Higher educ.
402;569;Shahid Beheshti University of Medical Sciences and Health Services;IRN;Higher educ.
402;569;University of Western Sydney;AUS;Higher educ.
403;571;National Central University;TWN;Higher educ.
403;571;Royal Holloway, University of London;GBR;Higher educ.
403;571;New Jersey Institute of Technology;USA;Higher educ.
403;571;Albany Medical College;USA;Higher educ.
403;571;Carleton University;CAN;Higher educ.
403;571;Scuola Superiore S. Anna di Studi Universitari e di Perfezionamento;ITA;Higher educ.
403;571;Vilnius University;LTU;Higher educ.
404;572;Weill Cornell Medical College in Qatar;QAT;Higher educ.
404;572;Hallym University *;KOR;Higher educ.
404;572;Illinois Institute of Technology;USA;Higher educ.
405;573;University of Delhi *;IND;Higher educ.
405;573;City University London;GBR;Higher educ.
405;573;Southwest Jiaotong University;CHN;Higher educ.
405;573;Montana State University, Bozeman;USA;Higher educ.
406;574;AGH University of Science and Technology;POL;Higher educ.
406;574;Yokohama City University *;JPN;Higher educ.
407;575;Abo Academy University;FIN;Higher educ.
407;575;Universita degli Studi di Messina;ITA;Higher educ.
407;575;Palacky University;CZE;Higher educ.
407;575;Universita della Calabria;ITA;Higher educ.
407;575;Ningbo University;CHN;Higher educ.
408;576;Universite de Bourgogne *;FRA;Higher educ.
409;577;Medical University of Warsaw;POL;Higher educ.
409;577;University of Texas, Arlington;USA;Higher educ.
409;577;All India Institute of Medical Sciences;IND;Higher educ.
409;577;University of Szeged;HUN;Higher educ.
409;577;Johannes Kepler Universitat Linz;AUT;Higher educ.
409;577;Universita degli Studi del Piemonte Orientale Amedeo Avogadro;ITA;Higher educ.
410;578;Universitat d'Alacant *;ESP;Higher educ.
410;578;Yangzhou University;CHN;Higher educ.
410;578;University of Mississippi Medical Center;USA;Higher educ.
410;578;Universidad de Malaga *;ESP;Higher educ.
410;578;Norwegian University of Life Sciences;NOR;Higher educ.
410;578;University of Tokushima *;JPN;Higher educ.
411;579;Kindai University *;JPN;Higher educ.
411;579;Gyeongsang National University *;KOR;Higher educ.
411;579;Royal College of Surgeons;IRL;Higher educ.
411;579;Tokyo University of Science;JPN;Higher educ.
411;579;Universidad de Puerto Rico *;PRI;Higher educ.
411;579;University of Jinan;CHN;Higher educ.
411;579;University of Debrecen;HUN;Higher educ.
412;580;Texas Tech University Health Sciences Center;USA;Higher educ.
412;580;Indian Institute of Technology, Kharagpur;IND;Higher educ.
412;580;South China Normal University;CHN;Higher educ.
412;580;University of Essex;GBR;Higher educ.
413;581;University of Alabama, Tuscaloosa;USA;Higher educ.
413;581;University of Bradford;GBR;Higher educ.
413;581;University of Macau;MAC;Higher educ.
414;582;University of Wisconsin, Milwaukee;USA;Higher educ.
414;582;Laureate International Universities *;MUL;Higher educ.
414;582;Universidade de Brasilia;BRA;Higher educ.
414;582;Tabriz University of Medical Sciences;IRN;Higher educ.
414;582;Heriot-Watt University;GBR;Higher educ.
415;583;University of Jyvaskyla;FIN;Higher educ.
415;583;Warsaw University of Technology;POL;Higher educ.
415;583;Jacobs University Bremen *;DEU;Higher educ.
415;583;Kyoto Prefectural University of Medicine;JPN;Higher educ.
415;583;Nagasaki University *;JPN;Higher educ.
415;583;Universita degli Studi di Cagliari;ITA;Higher educ.
415;583;University of Maryland, Baltimore County;USA;Higher educ.
415;583;King Fahd University of Petroleum and Minerals;SAU;Higher educ.
416;584;Northeast Normal University;CHN;Higher educ.
416;584;Swinburne University of Technology *;AUS;Higher educ.
417;585;Macau University of Science and Technology;MAC;Higher educ.
417;585;Academy of Scientific and Innovative Research;IND;Higher educ.
417;585;Institute of Tropical Medicine Antwerp;BEL;Higher educ.
418;586;Gachon University;KOR;Higher educ.
419;587;Ecole Superieure d'Ingenieurs en Electrotechnique et Electronique de Paris *;FRA;Higher educ.
419;587;City University of New York, Graduate School & University Center;USA;Higher educ.
419;587;Anhui Medical University *;CHN;Higher educ.
419;587;Medical University of Gdansk;POL;Higher educ.
419;587;University of Missouri, Kansas City;USA;Higher educ.
420;588;Dublin City University;IRL;Higher educ.
420;588;University of Texas, San Antonio;USA;Higher educ.
420;588;Indian Institute of Technology, Bombay;IND;Higher educ.
420;588;Huazhong Normal University;CHN;Higher educ.
420;588;Hasselt University;BEL;Higher educ.
420;588;Yeshiva University;USA;Higher educ.
420;588;National Sun Yat-sen University;TWN;Higher educ.
420;588;Universita degli Studi dell Aquila;ITA;Higher educ.
420;588;Murdoch University;AUS;Higher educ.
421;589;Medical University of Lodz;POL;Higher educ.
421;589;Institut National de la Recherche Scientifique;CAN;Higher educ.
421;589;University of Ioannina;GRC;Higher educ.
421;589;Scuola Internazionale Superiore di Studi Avanzati;ITA;Higher educ.
421;589;Technische Universitat Kaiserslautern;DEU;Higher educ.
422;590;Zhejiang Sci-Tech University;CHN;Higher educ.
422;590;Sogang University;KOR;Higher educ.
422;590;Otto-von-Guericke-Universitat Magdeburg *;DEU;Higher educ.
423;591;Saint Petersburg State University;RUS;Higher educ.
423;591;University of Akron;USA;Higher educ.
423;591;Budapest University of Technology and Economics;HUN;Higher educ.
424;592;Nara Institute of Science and Technology;JPN;Higher educ.
424;592;Colorado School of Mines;USA;Higher educ.
424;592;Plymouth University;GBR;Higher educ.
424;592;Ocean University of China;CHN;Higher educ.
424;592;Institut National des Sciences Appliquees de Rennes;FRA;Higher educ.
425;593;Universite de Caen Basse-Normandie *;FRA;Higher educ.
425;593;Nanjing University of Posts and Telecommunications;CHN;Higher educ.
426;594;South China Agricultural University;CHN;Higher educ.
426;594;Mashhad University of Medical Sciences;IRN;Higher educ.
427;595;Myongji University;KOR;Higher educ.
427;595;Tokyo University of Agriculture and Technology;JPN;Higher educ.
428;596;Universidad de Castilla-La Mancha *;ESP;Higher educ.
428;596;University of Stirling;GBR;Higher educ.
428;596;Wonkwang University *;KOR;Higher educ.
428;596;Worcester Polytechnic Institute;USA;Higher educ.
428;596;University of North Texas;USA;Higher educ.
428;596;Sunchon National University;KOR;Higher educ.
428;596;Chung Shan Medical University;TWN;Higher educ.
429;597;National Taiwan University of Science and Technology;TWN;Higher educ.
429;597;Czech Technical University in Prague;CZE;Higher educ.
429;597;Massey University;NZL;Higher educ.
429;597;Chungbuk National University;KOR;Higher educ.
429;597;The Open University;GBR;Higher educ.
429;597;Kyoto Pharmaceutical University;JPN;Higher educ.
429;597;VIT University;IND;Higher educ.
429;597;Istanbul University *;TUR;Higher educ.
429;597;Universidad de Cantabria *;ESP;Higher educ.
430;598;Kunming University of Science and Technology;CHN;Higher educ.
430;598;Universidad de Cordoba *;ESP;Higher educ.
430;598;Centro de Investigacion y de Estudios Avanzados del IPN *;MEX;Higher educ.
431;599;University of Patras;GRC;Higher educ.
431;599;Montpellier SupAgro, Centre International d'Etudes Superieures en Sciences Agronomiques *;FRA;Higher educ.
431;599;Concordia University;CAN;Higher educ.
432;600;Ecole Nationale Superieure de Chimie de Paris *;FRA;Higher educ.
432;600;University of Quebec in Montreal;CAN;Higher educ.
432;600;Universite Savoie Mont Blanc *;FRA;Higher educ.
432;600;Dalian Medical University *;CHN;Higher educ.
433;601;Shinshu University *;JPN;Higher educ.
433;601;University of Toledo *;USA;Higher educ.
433;601;Poznan University of Medical Sciences;POL;Higher educ.
433;601;Universidade Federal de Vicosa;BRA;Higher educ.
433;601;Universite Paris-Est Creteil *;FRA;Higher educ.
434;602;The University of Hull;GBR;Higher educ.
434;602;Universite de Haute-Alsace Mulhouse-Colmar *;FRA;Higher educ.
434;602;Tarbiat Modares University;IRN;Higher educ.
435;603;University of Mons;BEL;Higher educ.
435;603;University of Canterbury;NZL;Higher educ.
435;603;University of North Carolina, Charlotte;USA;Higher educ.
435;603;Sejong University;KOR;Higher educ.
435;603;Quaid-i-Azam University;PAK;Higher educ.
